Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,cluster
M,26-35,15,A,2,1,1,15.0,0.0,1
M,46-50,7,C,3,0,1,5.0,8.0,4
M,46-50,7,C,3,0,5,14.0,0.0,4
M,36-45,7,C,1,1,1,6.0,8.0,6
M,51-55,17,B,4+,1,2,14.0,15.0,0
F,51-55,7,B,1,1,2,4.0,9.0,0
M,26-35,0,A,0,1,10,16.0,0.0,1
M,36-45,0,B,2,1,8,14.0,16.0,6
M,26-35,2,C,0,0,1,2.0,5.0,1
M,26-35,2,C,0,0,5,8.0,0.0,1
M,26-35,6,C,2,1,1,8.0,0.0,1
M,26-35,20,B,2,1,13,16.0,0.0,1
F,26-35,16,C,2,1,5,14.0,0.0,1
M,51-55,16,A,2,1,5,11.0,12.0,0
M,51-55,11,B,4+,0,1,16.0,0.0,0
M,26-35,17,A,4+,1,6,8.0,16.0,3
M,26-35,17,A,4+,1,6,8.0,13.0,3
M,26-35,17,A,4+,1,1,6.0,8.0,3
M,0-17,19,C,2,0,1,15.0,16.0,1
M,46-50,20,A,0,1,8,14.0,0.0,4
F,26-35,6,B,1,0,1,2.0,9.0,1
M,26-35,3,B,2,0,5,17.0,0.0,1
M,26-35,0,A,1,0,1,5.0,0.0,1
M,26-35,8,C,4+,1,8,14.0,17.0,3
M,36-45,3,A,4+,1,4,9.0,15.0,3
M,36-45,3,A,4+,1,5,6.0,16.0,3
M,36-45,1,A,4+,1,7,0.0,0.0,3
M,55+,13,C,2,1,1,11.0,15.0,5
M,36-45,16,C,2,1,15,0.0,0.0,6
M,51-55,16,C,0,1,3,4.0,0.0,0
M,26-35,5,B,1,0,11,13.0,16.0,1
F,55+,15,C,2,1,1,2.0,0.0,5
F,55+,15,C,2,1,5,17.0,0.0,5
M,26-35,11,C,1,1,1,2.0,8.0,1
M,26-35,1,B,1,0,1,2.0,16.0,1
M,36-45,0,C,2,1,4,5.0,13.0,6
M,0-17,0,C,1,0,1,11.0,0.0,1
F,26-35,0,B,3,0,1,2.0,0.0,1
M,46-50,12,C,3,1,12,14.0,0.0,4
M,46-50,12,C,3,1,12,0.0,0.0,4
F,36-45,7,C,2,0,5,6.0,0.0,6
M,46-50,17,A,4+,1,3,4.0,12.0,4
M,26-35,3,A,1,0,1,11.0,0.0,1
M,18-25,4,C,1,1,4,8.0,9.0,2
F,0-17,10,A,3,0,4,5.0,12.0,1
F,0-17,10,A,3,0,14,0.0,0.0,1
F,0-17,10,A,3,0,1,15.0,0.0,1
F,0-17,10,A,3,0,5,9.0,0.0,1
F,18-25,0,C,1,0,1,0.0,0.0,2
M,36-45,1,A,1,0,6,0.0,0.0,6
M,18-25,6,A,4+,0,3,4.0,0.0,2
F,18-25,9,A,2,0,1,2.0,14.0,2
M,18-25,4,A,0,1,12,14.0,0.0,2
M,18-25,4,A,0,1,8,17.0,0.0,2
M,18-25,4,A,0,1,16,0.0,0.0,2
M,55+,7,C,4+,1,4,5.0,8.0,5
M,26-35,2,B,4+,1,2,15.0,0.0,3
M,26-35,1,A,2,0,5,11.0,12.0,1
M,18-25,20,C,1,0,2,3.0,10.0,2
M,51-55,13,C,1,1,8,15.0,16.0,0
M,26-35,1,C,2,0,1,2.0,9.0,1
F,46-50,2,B,2,1,1,2.0,5.0,4
F,46-50,2,B,2,1,1,6.0,8.0,4
F,26-35,3,B,1,1,4,5.0,9.0,1
M,18-25,1,B,1,0,8,0.0,0.0,2
M,51-55,3,A,2,1,8,16.0,0.0,0
M,51-55,3,A,2,1,3,4.0,5.0,0
M,26-35,20,B,3,1,5,14.0,0.0,1
M,26-35,20,B,3,1,5,8.0,14.0,1
M,26-35,12,A,1,1,1,2.0,9.0,1
M,26-35,12,C,0,0,1,11.0,15.0,1
M,46-50,7,C,1,0,6,16.0,0.0,4
M,18-25,14,C,1,0,5,14.0,0.0,2
F,36-45,0,B,4+,0,6,8.0,0.0,3
M,55+,3,A,2,1,5,18.0,0.0,5
F,26-35,0,A,2,1,4,8.0,0.0,1
F,26-35,7,A,3,0,11,15.0,16.0,1
M,55+,0,C,1,1,8,18.0,0.0,5
M,51-55,1,B,2,1,5,12.0,14.0,0
M,51-55,1,B,2,1,5,11.0,0.0,0
M,36-45,7,A,3,1,5,13.0,14.0,6
M,36-45,7,A,3,1,2,0.0,0.0,6
M,0-17,10,B,3,0,1,14.0,15.0,1
M,18-25,19,A,1,1,5,11.0,0.0,2
M,26-35,12,C,3,1,8,17.0,0.0,1
F,26-35,1,A,3,0,1,5.0,15.0,1
F,55+,0,C,1,1,5,8.0,0.0,5
F,51-55,7,C,1,1,1,2.0,8.0,0
F,51-55,7,C,1,1,2,14.0,15.0,0
M,55+,15,B,0,1,1,2.0,9.0,5
M,26-35,7,C,3,1,3,4.0,12.0,1
M,0-17,10,A,3,0,1,11.0,0.0,1
M,26-35,11,B,2,0,5,15.0,0.0,1
M,18-25,4,C,1,1,11,16.0,0.0,2
F,36-45,0,A,0,1,8,15.0,0.0,6
M,36-45,15,B,4+,1,5,17.0,0.0,3
M,26-35,4,A,4+,1,2,5.0,8.0,3
M,36-45,2,C,2,0,2,9.0,15.0,6
M,55+,13,C,3,0,1,2.0,13.0,5
M,26-35,20,B,4+,0,13,16.0,0.0,3
F,18-25,14,C,3,1,2,4.0,5.0,2
M,26-35,17,B,0,0,2,17.0,0.0,1
M,18-25,4,C,2,0,1,11.0,16.0,2
M,26-35,1,A,3,0,11,15.0,0.0,1
M,18-25,20,B,0,0,5,8.0,0.0,2
M,18-25,20,B,0,0,1,8.0,17.0,2
M,18-25,20,B,0,0,1,16.0,0.0,2
M,36-45,2,C,3,1,1,8.0,0.0,6
M,46-50,7,B,4+,1,5,18.0,0.0,4
M,46-50,7,B,4+,1,1,0.0,0.0,4
M,51-55,17,C,1,1,17,0.0,0.0,0
M,36-45,1,A,2,0,1,5.0,8.0,6
M,46-50,16,A,1,1,1,6.0,8.0,4
M,46-50,16,A,1,1,5,15.0,18.0,4
M,36-45,4,A,0,1,8,16.0,17.0,6
F,36-45,19,C,1,0,8,16.0,0.0,6
M,36-45,6,B,4+,0,8,14.0,16.0,3
M,0-17,10,C,3,0,6,8.0,13.0,1
F,26-35,2,C,1,1,1,2.0,13.0,1
F,26-35,2,C,1,1,5,11.0,12.0,1
M,26-35,19,A,4+,0,2,8.0,14.0,3
M,26-35,19,A,4+,0,2,5.0,14.0,3
M,26-35,3,B,3,0,1,2.0,0.0,1
M,26-35,3,B,3,0,8,13.0,0.0,1
M,46-50,7,B,3,1,4,5.0,18.0,4
F,26-35,3,C,2,1,1,2.0,14.0,1
F,26-35,14,C,3,1,1,2.0,6.0,1
M,55+,0,A,0,0,2,3.0,4.0,5
M,55+,0,A,0,0,1,2.0,5.0,5
M,26-35,1,B,1,1,1,6.0,14.0,1
M,26-35,17,A,4+,0,6,10.0,0.0,3
M,36-45,0,C,1,0,3,4.0,5.0,6
F,51-55,20,B,4+,1,8,17.0,0.0,0
M,36-45,18,C,2,0,2,0.0,0.0,6
M,26-35,7,A,2,0,2,14.0,0.0,1
M,26-35,7,A,2,0,1,2.0,3.0,1
F,46-50,20,A,3,0,8,16.0,0.0,4
F,46-50,2,A,0,0,4,5.0,0.0,4
M,26-35,5,B,1,1,8,14.0,17.0,1
M,0-17,10,C,0,0,1,2.0,5.0,1
F,51-55,13,B,1,1,1,2.0,9.0,0
M,55+,20,C,2,1,13,16.0,0.0,5
M,51-55,16,B,1,1,8,14.0,0.0,0
M,18-25,3,B,1,1,8,12.0,0.0,2
M,36-45,17,B,3,0,6,8.0,16.0,6
F,0-17,10,A,0,0,5,6.0,0.0,1
F,0-17,10,A,0,0,1,11.0,15.0,1
M,18-25,4,A,0,0,12,0.0,0.0,2
F,26-35,3,A,1,0,7,0.0,0.0,1
F,26-35,3,A,1,0,1,2.0,11.0,1
M,36-45,20,A,1,1,5,15.0,0.0,6
M,36-45,20,A,1,1,1,15.0,0.0,6
M,36-45,20,A,1,1,8,16.0,17.0,6
M,36-45,20,A,1,1,1,2.0,4.0,6
M,36-45,20,B,0,0,1,15.0,16.0,6
M,36-45,20,B,0,0,14,0.0,0.0,6
M,36-45,20,B,0,0,1,2.0,14.0,6
M,51-55,16,B,4+,1,2,5.0,0.0,0
M,51-55,16,B,4+,1,15,17.0,0.0,0
F,36-45,2,A,2,1,16,0.0,0.0,6
F,36-45,16,C,4+,1,16,0.0,0.0,3
M,18-25,4,B,4+,1,1,8.0,9.0,2
M,18-25,0,B,4+,1,8,0.0,0.0,2
M,36-45,20,A,0,1,1,17.0,0.0,6
F,18-25,20,C,3,0,5,8.0,14.0,2
M,26-35,11,C,2,0,3,4.0,0.0,1
M,46-50,20,B,1,1,8,13.0,0.0,4
M,18-25,4,A,3,1,5,17.0,0.0,2
F,18-25,4,C,1,0,2,4.0,9.0,2
F,18-25,4,C,2,0,8,13.0,0.0,2
M,51-55,1,C,1,1,1,6.0,8.0,0
M,26-35,20,B,1,1,1,5.0,6.0,1
F,26-35,3,C,3,1,5,14.0,0.0,1
M,26-35,0,A,0,0,17,0.0,0.0,1
M,26-35,19,B,4+,0,1,8.0,0.0,3
M,36-45,1,C,3,0,6,8.0,14.0,6
M,36-45,7,B,1,1,1,6.0,8.0,6
M,26-35,0,B,1,0,1,8.0,16.0,1
M,18-25,20,A,1,0,1,5.0,12.0,2
M,26-35,0,B,1,1,5,15.0,0.0,1
M,18-25,4,B,0,1,6,8.0,0.0,2
M,26-35,0,B,1,0,3,5.0,16.0,1
M,46-50,2,C,4+,0,2,6.0,15.0,4
M,18-25,18,B,0,0,3,4.0,12.0,2
M,51-55,14,B,3,1,5,0.0,0.0,0
M,26-35,19,C,1,0,1,8.0,18.0,1
F,46-50,0,A,0,1,5,6.0,8.0,4
M,18-25,4,C,2,1,1,16.0,0.0,2
M,18-25,4,C,2,1,2,4.0,0.0,2
M,18-25,4,C,2,1,2,9.0,0.0,2
M,18-25,4,C,2,1,11,0.0,0.0,2
M,46-50,17,B,2,0,4,8.0,9.0,4
M,51-55,16,B,4+,0,1,15.0,16.0,0
F,26-35,17,B,1,1,11,0.0,0.0,1
M,36-45,0,B,2,0,4,9.0,15.0,6
M,36-45,0,B,2,0,13,16.0,0.0,6
F,18-25,17,C,1,0,5,8.0,0.0,2
M,26-35,20,A,3,1,4,8.0,9.0,1
M,26-35,20,A,3,1,1,6.0,0.0,1
M,18-25,3,B,2,0,8,13.0,0.0,2
M,36-45,20,A,4+,1,7,8.0,0.0,3
M,26-35,1,C,1,1,1,18.0,0.0,1
M,18-25,10,C,2,0,18,0.0,0.0,2
M,36-45,0,C,4+,0,15,17.0,0.0,3
M,18-25,19,C,4+,1,11,0.0,0.0,2
M,55+,8,C,2,1,1,2.0,15.0,5
M,36-45,20,B,3,0,8,17.0,0.0,6
M,36-45,20,B,3,0,4,5.0,9.0,6
M,26-35,3,B,1,0,5,6.0,13.0,1
M,26-35,4,B,4+,0,6,8.0,16.0,3
M,18-25,0,B,1,0,1,11.0,15.0,2
M,26-35,20,C,1,0,3,4.0,0.0,1
M,26-35,4,C,3,1,8,9.0,14.0,1
M,26-35,0,B,4+,1,1,15.0,17.0,3
M,18-25,1,C,4+,0,5,9.0,14.0,2
M,18-25,8,A,4+,0,1,5.0,15.0,2
F,26-35,2,C,3,0,1,16.0,0.0,1
M,26-35,11,B,1,0,1,6.0,14.0,1
M,51-55,11,C,2,1,1,5.0,6.0,0
M,26-35,2,B,1,0,1,4.0,0.0,1
F,26-35,12,A,4+,1,5,9.0,0.0,3
F,36-45,12,C,1,1,8,14.0,0.0,6
F,36-45,12,C,1,1,6,8.0,0.0,6
M,46-50,11,C,1,1,15,0.0,0.0,4
M,36-45,5,C,4+,0,1,2.0,13.0,3
M,36-45,5,C,4+,0,1,11.0,15.0,3
M,26-35,19,B,3,0,6,8.0,16.0,1
M,26-35,0,A,4+,0,8,13.0,16.0,3
M,26-35,2,B,1,0,1,2.0,3.0,1
M,36-45,7,A,3,0,5,6.0,0.0,6
M,55+,16,C,1,0,1,5.0,8.0,5
M,55+,16,C,1,0,15,17.0,0.0,5
M,51-55,11,C,0,1,2,4.0,8.0,0
M,36-45,7,B,2,0,1,8.0,0.0,6
M,36-45,0,B,3,1,1,2.0,13.0,6
M,36-45,2,A,4+,1,1,2.0,9.0,3
M,46-50,20,B,1,1,5,11.0,12.0,4
M,46-50,20,B,1,1,3,15.0,0.0,4
M,18-25,14,B,2,0,7,0.0,0.0,2
M,18-25,14,B,2,0,1,2.0,6.0,2
F,51-55,2,A,1,1,1,5.0,8.0,0
F,51-55,2,A,1,1,2,3.0,10.0,0
F,46-50,6,A,1,1,1,5.0,0.0,4
M,51-55,7,C,3,1,8,18.0,0.0,0
M,18-25,1,B,4+,0,1,13.0,15.0,2
M,18-25,1,B,4+,0,8,13.0,16.0,2
M,46-50,7,B,0,0,1,2.0,14.0,4
M,46-50,7,B,0,0,4,5.0,8.0,4
F,36-45,7,B,1,0,5,6.0,0.0,6
F,36-45,7,B,1,0,1,2.0,16.0,6
F,36-45,7,B,1,0,2,4.0,9.0,6
F,26-35,7,B,4+,0,8,15.0,16.0,3
F,26-35,7,B,4+,0,15,16.0,0.0,3
F,26-35,7,B,4+,0,13,14.0,16.0,3
F,26-35,7,B,4+,0,8,13.0,16.0,3
F,0-17,0,B,1,0,1,8.0,0.0,1
F,0-17,0,B,1,0,11,16.0,0.0,1
M,26-35,15,A,4+,0,11,16.0,0.0,3
M,36-45,17,A,1,0,1,2.0,11.0,6
M,36-45,17,A,1,0,6,8.0,0.0,6
M,36-45,5,B,1,1,4,0.0,0.0,6
M,18-25,4,B,0,0,10,0.0,0.0,2
M,26-35,7,B,4+,1,15,16.0,0.0,3
M,26-35,7,B,4+,1,5,9.0,0.0,3
M,0-17,10,B,3,0,1,4.0,9.0,1
M,18-25,17,C,0,0,1,2.0,8.0,2
M,18-25,17,C,0,0,8,12.0,0.0,2
F,26-35,1,B,3,0,1,8.0,16.0,1
F,26-35,1,B,3,0,5,8.0,15.0,1
F,26-35,1,B,3,0,1,2.0,13.0,1
F,26-35,1,B,3,0,3,4.0,0.0,1
F,51-55,3,C,2,1,1,6.0,8.0,0
F,18-25,1,B,0,1,2,3.0,15.0,2
M,26-35,11,B,2,0,3,4.0,5.0,1
M,26-35,11,B,2,0,1,8.0,14.0,1
M,46-50,17,C,0,1,11,16.0,0.0,4
M,26-35,1,A,0,0,1,8.0,17.0,1
M,26-35,1,A,0,0,1,15.0,16.0,1
M,36-45,17,B,1,0,8,13.0,15.0,6
M,0-17,10,C,4+,0,2,17.0,0.0,3
M,0-17,10,C,4+,0,2,4.0,0.0,3
M,0-17,10,C,4+,0,6,16.0,0.0,3
M,18-25,10,B,2,1,1,2.0,15.0,2
M,18-25,10,B,2,1,1,8.0,13.0,2
M,46-50,12,A,2,1,8,15.0,16.0,4
M,46-50,12,A,2,1,1,2.0,5.0,4
F,26-35,1,B,2,0,3,4.0,12.0,1
F,26-35,1,B,2,0,6,10.0,0.0,1
F,26-35,1,B,2,0,6,8.0,15.0,1
F,26-35,1,B,2,0,5,8.0,14.0,1
M,46-50,19,C,1,1,1,2.0,13.0,4
M,26-35,3,C,0,0,5,14.0,0.0,1
M,26-35,4,B,3,1,1,2.0,6.0,1
M,18-25,4,B,4+,0,5,6.0,11.0,2
M,18-25,4,B,4+,0,1,2.0,4.0,2
M,18-25,4,B,2,1,4,9.0,15.0,2
M,18-25,4,B,2,1,1,2.0,5.0,2
M,51-55,16,C,1,1,13,16.0,0.0,0
M,26-35,4,B,1,0,1,14.0,0.0,1
M,36-45,20,A,3,0,6,0.0,0.0,6
F,26-35,14,B,1,0,5,12.0,14.0,1
F,46-50,1,B,3,1,5,9.0,0.0,4
F,26-35,20,B,4+,0,3,4.0,0.0,3
M,0-17,10,C,4+,0,10,16.0,0.0,3
M,51-55,6,B,2,0,5,11.0,12.0,0
M,51-55,6,B,2,0,11,0.0,0.0,0
M,36-45,1,C,1,0,8,17.0,0.0,6
M,18-25,0,C,4+,0,5,15.0,0.0,2
M,51-55,7,A,1,1,4,8.0,9.0,0
M,51-55,7,A,1,1,1,8.0,15.0,0
M,18-25,5,C,0,0,2,3.0,15.0,2
F,26-35,0,C,4+,0,4,5.0,0.0,3
M,26-35,11,B,3,0,2,3.0,10.0,1
M,26-35,11,B,3,0,11,0.0,0.0,1
M,26-35,1,A,0,1,1,8.0,16.0,1
M,26-35,1,A,3,1,1,2.0,9.0,1
M,26-35,16,B,2,0,1,5.0,6.0,1
M,18-25,18,C,0,0,11,0.0,0.0,2
M,18-25,4,B,4+,1,5,6.0,11.0,2
F,0-17,10,C,1,0,4,5.0,15.0,1
F,51-55,3,B,1,1,6,16.0,0.0,0
M,46-50,14,C,2,1,5,6.0,8.0,4
M,18-25,10,C,2,1,5,9.0,0.0,2
F,18-25,3,C,0,0,8,9.0,14.0,2
F,18-25,3,C,0,0,3,4.0,5.0,2
M,36-45,0,B,3,0,6,8.0,16.0,6
F,26-35,6,B,0,1,15,0.0,0.0,1
M,0-17,10,B,4+,0,1,2.0,3.0,3
M,36-45,0,A,3,0,16,0.0,0.0,6
M,51-55,12,B,1,1,5,14.0,17.0,0
M,51-55,12,B,1,1,1,14.0,16.0,0
M,26-35,4,C,2,0,10,15.0,0.0,1
M,0-17,19,B,1,0,5,8.0,0.0,1
F,26-35,0,C,1,1,5,8.0,14.0,1
M,26-35,0,B,4+,1,1,3.0,4.0,3
M,26-35,0,B,4+,1,1,5.0,18.0,3
M,26-35,0,B,4+,1,5,6.0,16.0,3
M,46-50,17,C,2,1,1,2.0,13.0,4
F,18-25,19,B,4+,0,2,4.0,15.0,2
M,26-35,17,C,3,0,1,6.0,14.0,1
M,46-50,12,B,4+,1,1,14.0,0.0,4
M,46-50,12,B,4+,1,1,8.0,0.0,4
M,55+,3,B,4+,1,11,15.0,0.0,5
F,26-35,20,C,0,0,8,0.0,0.0,1
M,36-45,17,C,2,1,4,5.0,12.0,6
M,55+,17,B,0,1,8,13.0,0.0,5
M,26-35,2,B,0,1,13,16.0,0.0,1
M,26-35,2,B,0,1,16,0.0,0.0,1
M,26-35,14,B,1,1,1,5.0,15.0,1
M,26-35,14,B,1,1,3,4.0,9.0,1
M,46-50,12,C,0,1,2,16.0,0.0,4
M,36-45,14,A,3,0,1,15.0,16.0,6
F,36-45,6,B,1,1,5,17.0,0.0,6
M,26-35,5,C,1,0,6,8.0,0.0,1
M,51-55,7,B,2,1,11,15.0,0.0,0
M,36-45,18,C,2,1,16,0.0,0.0,6
M,0-17,10,B,2,0,8,15.0,16.0,1
M,36-45,17,C,4+,0,16,0.0,0.0,3
M,51-55,17,B,4+,1,5,11.0,0.0,0
M,36-45,0,B,0,0,5,15.0,0.0,6
M,46-50,7,A,1,1,4,8.0,9.0,4
F,55+,7,B,1,1,1,2.0,16.0,5
M,51-55,17,A,3,0,8,15.0,0.0,0
M,51-55,12,C,4+,1,1,2.0,9.0,0
M,36-45,11,B,3,1,8,15.0,16.0,6
F,46-50,16,C,1,1,1,5.0,18.0,4
F,55+,13,C,1,0,6,8.0,15.0,5
M,26-35,14,B,2,0,1,0.0,0.0,1
F,26-35,14,B,3,0,1,8.0,14.0,1
M,51-55,18,C,4+,0,1,16.0,0.0,0
M,46-50,17,B,4+,0,8,15.0,16.0,4
M,36-45,16,C,1,0,8,13.0,0.0,6
F,36-45,9,B,3,1,5,8.0,0.0,6
F,36-45,14,B,1,0,15,0.0,0.0,6
F,36-45,14,B,1,0,1,2.0,9.0,6
F,36-45,14,B,1,0,5,11.0,0.0,6
M,46-50,17,B,1,0,5,8.0,12.0,4
M,26-35,4,C,4+,1,8,0.0,0.0,3
M,18-25,7,B,0,0,1,6.0,0.0,2
M,18-25,7,B,0,0,5,16.0,0.0,2
M,55+,13,A,1,1,1,2.0,14.0,5
M,51-55,6,C,0,1,1,6.0,16.0,0
M,51-55,1,A,4+,0,1,2.0,0.0,0
M,36-45,18,B,4+,1,8,0.0,0.0,3
M,26-35,18,A,1,1,1,15.0,0.0,1
M,26-35,18,A,1,1,8,14.0,0.0,1
M,55+,13,C,3,1,8,13.0,0.0,5
M,36-45,14,C,3,1,8,17.0,0.0,6
M,36-45,14,C,3,1,8,14.0,16.0,6
F,36-45,9,B,1,0,15,17.0,0.0,6
M,51-55,1,B,1,0,8,15.0,0.0,0
M,26-35,4,A,0,1,8,13.0,16.0,1
M,26-35,4,A,0,1,4,8.0,0.0,1
M,55+,13,B,4+,1,15,16.0,0.0,5
F,36-45,9,A,3,0,5,15.0,18.0,6
F,36-45,9,A,3,0,14,0.0,0.0,6
F,36-45,9,A,3,0,12,0.0,0.0,6
F,36-45,9,A,3,0,2,4.0,5.0,6
M,55+,13,B,4+,1,5,9.0,0.0,5
M,36-45,11,B,0,0,1,6.0,8.0,6
F,46-50,6,B,3,1,6,8.0,0.0,4
F,36-45,5,B,1,1,1,2.0,15.0,6
M,46-50,1,B,1,0,1,16.0,0.0,4
M,46-50,1,B,1,0,5,8.0,14.0,4
M,55+,13,B,2,1,2,5.0,12.0,5
F,36-45,0,C,0,1,18,0.0,0.0,6
F,36-45,6,C,2,0,1,2.0,14.0,6
M,18-25,10,C,2,0,4,5.0,8.0,2
F,55+,1,C,1,1,1,8.0,17.0,5
M,26-35,20,C,1,1,5,7.0,0.0,1
F,55+,13,C,1,1,11,0.0,0.0,5
M,26-35,0,C,3,0,11,0.0,0.0,1
F,26-35,1,A,2,0,5,8.0,18.0,1
M,26-35,3,B,4+,0,1,2.0,6.0,3
M,26-35,3,B,4+,0,11,0.0,0.0,3
M,36-45,12,C,1,0,5,18.0,0.0,6
M,18-25,0,C,1,0,2,4.0,15.0,2
F,18-25,5,B,4+,0,8,13.0,16.0,2
M,26-35,14,B,2,0,1,14.0,16.0,1
M,26-35,14,B,2,0,1,2.0,4.0,1
M,26-35,6,C,1,1,4,8.0,9.0,1
M,26-35,6,C,1,1,1,6.0,15.0,1
M,26-35,6,C,1,1,16,0.0,0.0,1
M,26-35,6,C,1,1,1,15.0,17.0,1
M,46-50,7,C,1,0,8,14.0,16.0,4
M,55+,13,C,2,1,3,4.0,0.0,5
F,26-35,4,B,2,0,8,13.0,16.0,1
F,26-35,4,A,3,1,8,14.0,17.0,1
M,36-45,18,C,3,1,1,2.0,9.0,6
M,26-35,12,C,1,1,10,15.0,0.0,1
M,18-25,4,C,3,1,4,5.0,15.0,2
M,26-35,7,C,2,1,8,14.0,17.0,1
M,26-35,4,C,4+,0,13,16.0,0.0,3
M,46-50,11,C,1,1,8,0.0,0.0,4
M,26-35,11,C,0,0,1,2.0,8.0,1
M,46-50,12,C,4+,0,2,17.0,0.0,4
M,18-25,17,C,1,1,6,11.0,0.0,2
F,26-35,16,C,3,1,5,13.0,0.0,1
M,26-35,15,A,2,0,1,2.0,8.0,1
M,26-35,15,A,2,0,5,8.0,14.0,1
F,51-55,20,B,1,1,4,5.0,0.0,0
F,51-55,20,B,1,1,1,5.0,0.0,0
M,26-35,2,A,1,0,7,0.0,0.0,1
M,36-45,17,A,3,1,1,15.0,16.0,6
M,18-25,4,B,2,0,1,14.0,0.0,2
M,55+,13,B,3,0,5,8.0,0.0,5
M,55+,13,B,3,0,1,15.0,17.0,5
M,26-35,4,A,4+,0,8,13.0,0.0,3
M,55+,1,B,0,1,11,0.0,0.0,5
M,55+,19,B,1,1,17,0.0,0.0,5
F,36-45,11,B,2,1,8,15.0,0.0,6
F,0-17,10,B,2,0,1,2.0,5.0,1
M,26-35,12,B,2,0,6,8.0,15.0,1
M,46-50,14,C,1,1,1,2.0,9.0,4
M,51-55,7,B,2,1,2,4.0,8.0,0
F,26-35,20,B,1,1,1,5.0,8.0,1
M,36-45,7,B,0,0,6,8.0,16.0,6
M,51-55,12,B,1,1,15,0.0,0.0,0
M,18-25,4,A,3,0,3,15.0,0.0,2
M,26-35,0,C,1,1,3,4.0,12.0,1
M,46-50,11,A,3,0,6,8.0,14.0,4
F,18-25,4,B,1,0,7,0.0,0.0,2
M,26-35,4,B,4+,0,11,0.0,0.0,3
M,46-50,7,C,3,1,1,16.0,0.0,4
F,36-45,20,B,1,0,6,8.0,0.0,6
F,51-55,20,A,2,1,8,13.0,16.0,0
F,51-55,20,A,2,1,10,14.0,16.0,0
M,18-25,12,A,3,0,16,0.0,0.0,2
M,18-25,12,A,3,0,5,8.0,14.0,2
M,18-25,4,B,4+,0,1,14.0,0.0,2
M,26-35,11,B,4+,0,1,6.0,16.0,3
M,18-25,14,B,0,0,8,0.0,0.0,2
M,18-25,12,C,2,1,5,14.0,0.0,2
M,18-25,12,C,2,1,5,0.0,0.0,2
M,36-45,19,A,0,0,1,15.0,0.0,6
M,18-25,17,C,2,0,2,4.0,15.0,2
F,18-25,2,B,1,0,8,17.0,0.0,2
F,18-25,2,B,1,0,1,2.0,15.0,2
M,26-35,2,B,1,1,5,8.0,14.0,1
M,18-25,4,B,2,0,1,6.0,0.0,2
M,36-45,11,C,4+,0,5,8.0,0.0,3
F,36-45,20,B,3,0,8,15.0,16.0,6
M,36-45,12,B,1,1,2,15.0,0.0,6
M,36-45,12,B,1,1,5,12.0,14.0,6
M,36-45,16,A,0,1,1,14.0,15.0,6
F,26-35,4,A,2,0,1,2.0,16.0,1
F,26-35,4,A,2,0,1,5.0,8.0,1
M,26-35,0,A,1,0,6,10.0,13.0,1
M,26-35,0,A,1,0,14,16.0,0.0,1
M,36-45,20,C,1,0,3,5.0,0.0,6
M,26-35,4,A,2,1,8,15.0,0.0,1
M,26-35,4,A,2,1,1,14.0,16.0,1
M,18-25,19,C,1,1,1,16.0,0.0,2
F,18-25,4,A,1,0,8,13.0,0.0,2
M,26-35,17,A,1,0,1,15.0,0.0,1
M,26-35,17,A,1,0,1,14.0,15.0,1
M,26-35,12,A,0,0,5,15.0,0.0,1
M,26-35,1,B,1,0,1,6.0,8.0,1
F,36-45,7,B,0,0,1,2.0,0.0,6
F,18-25,4,B,1,0,8,16.0,17.0,2
M,18-25,4,A,4+,0,6,8.0,15.0,2
F,36-45,2,A,1,1,1,2.0,14.0,6
M,55+,1,C,3,0,2,8.0,18.0,5
M,46-50,1,B,2,1,10,15.0,16.0,4
M,46-50,1,B,2,1,1,16.0,0.0,4
M,36-45,12,B,1,0,2,3.0,15.0,6
F,26-35,3,B,2,1,1,8.0,0.0,1
M,18-25,4,B,1,1,3,4.0,5.0,2
M,26-35,18,C,1,1,1,15.0,18.0,1
M,36-45,0,C,0,1,8,0.0,0.0,6
M,36-45,17,C,4+,1,1,5.0,0.0,3
M,18-25,4,A,2,0,1,2.0,11.0,2
M,51-55,1,B,4+,1,1,2.0,11.0,0
F,26-35,11,C,2,1,8,13.0,15.0,1
F,26-35,1,A,2,1,5,8.0,0.0,1
M,26-35,7,B,1,1,13,15.0,0.0,1
F,36-45,6,B,1,0,1,0.0,0.0,6
M,26-35,4,C,1,0,1,8.0,14.0,1
M,18-25,12,A,1,1,5,8.0,0.0,2
M,46-50,16,C,4+,1,1,2.0,5.0,4
M,26-35,2,C,4+,0,17,0.0,0.0,3
F,46-50,3,C,1,1,5,12.0,0.0,4
M,18-25,15,C,0,0,1,2.0,9.0,2
M,26-35,0,C,4+,0,13,16.0,0.0,3
M,51-55,6,B,1,1,2,0.0,0.0,0
M,46-50,1,C,4+,1,13,15.0,16.0,4
M,26-35,15,A,4+,0,1,18.0,0.0,3
M,26-35,15,A,4+,0,2,8.0,18.0,3
M,18-25,20,C,3,0,5,8.0,0.0,2
F,26-35,3,C,4+,1,14,0.0,0.0,3
F,26-35,4,A,0,0,8,16.0,0.0,1
F,26-35,15,B,1,0,8,13.0,16.0,1
M,51-55,0,C,2,0,1,15.0,17.0,0
